Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Stack	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1	DefMagic2	DefMagic3	DefMagic4	DefMagic5	DefMagic6	Group	NeedToActive	TotalSetNum	ExpandMagic1	ExpandMagic2
HuyÒn Viªn Phån Hoa Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	5									954	933	974	1176	1333	1293	161	7	10	1426	0
HuyÒn Viªn Phån Hoa Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	5									954	853	974	1016	1235	1293	161	7	10	1426	1273
HuyÒn Viªn Phån Hoa Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	120	39	5									1358	893	1116	1196	1333	1293	161	7	10	1426	0
HuyÒn Viªn Phån Hoa Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	5									954	873	974	1016	1256	1293	161	7	10	1426	1273
HuyÒn Viªn Phån Hoa H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	120	39	5									953	913	973	1216	1333	1293	161	7	10	1490	1273
HuyÒn Viªn Phån Hoa H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	120	39	5									953	933	973	1176	1333	1293	161	7	10	130	0
HuyÒn Viªn §o¹n Tr­êng H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	120	39	3									953	853	974	1016	996	1293	162	7	10	1492	1273
HuyÒn Viªn §o¹n Tr­êng Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									954	893	973	1196	1333	1293	162	7	10	1426	1273
HuyÒn Viªn §o¹n Tr­êng Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	120	39	3									953	873	974	1016	1333	1293	162	7	10	130	0
HuyÒn Viªn §o¹n Tr­êng Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									954	913	973	1216	1333	1293	162	7	10	1426	1273
HuyÒn Viªn §o¹n Tr­êng Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									954	933	974	1176	1333	1293	162	7	10	1493	1273
HuyÒn Viªn §o¹n Tr­êng BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									954	853	974	1016	1235	1293	162	7	10	1426	0
HuyÒn Viªn §o¹n Tr­êng TriÒn Thñ 	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									1356	893	1096	1196	1333	1293	162	7	10	1426	0
HuyÒn Viªn §o¹n Tr­êng Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									954	873	974	1016	1256	1293	162	7	10	1426	1273
HuyÒn Viªn §o¹n Tr­êng Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	120	39	3									953	913	973	1216	1333	1293	162	7	10	1494	1273
HuyÒn Viªn §o¹n Tr­êng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	120	39	3									953	933	973	1176	1333	1293	162	7	10	130	0
HuyÒn Viªn HuyÕt S¸t H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	120	39	3									953	853	974	1016	996	1293	163	7	10	1496	1273
HuyÒn Viªn HuyÕt S¸t Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									954	893	973	1196	1333	1293	163	7	10	1426	1273
HuyÒn Viªn HuyÕt S¸t Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	120	39	3									953	873	974	1016	1333	1293	163	7	10	130	0
HuyÒn Viªn HuyÕt S¸t Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									954	913	973	1216	1333	1293	163	7	10	1426	1273
HuyÒn Viªn HuyÕt S¸t Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									954	933	974	1176	1333	1293	163	7	10	1497	1273
HuyÒn Viªn HuyÕt S¸t BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									954	853	974	1016	1235	1293	163	7	10	1426	0
HuyÒn Viªn HuyÕt S¸t §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									1350	893	1076	1196	1318	1293	163	7	10	1426	0
HuyÒn Viªn HuyÕt S¸t Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									954	873	974	1016	1256	1293	163	7	10	1426	1273
HuyÒn Viªn HuyÕt S¸t Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	120	39	3									953	913	973	1216	1333	1293	163	7	10	1498	1273
HuyÒn Viªn HuyÕt S¸t H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	120	39	3									953	933	973	1176	1333	1293	163	7	10	130	0
HuyÒn Viªn L·nh T©m H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(1)	4	99999	10	0																						36	120	39	2									953	933	974	1176	996	1293	164	7	10	1500	1273
HuyÒn Viªn L·nh T©m Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									954	853	973	1016	1333	1293	164	7	10	1426	1273
HuyÒn Viªn L·nh T©m Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(3)	2	99999	10	0																						36	120	39	2									953	893	974	1196	1333	1293	164	7	10	130	0
HuyÒn Viªn L·nh T©m Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									954	873	973	1016	1333	1293	164	7	10	1426	1273
HuyÒn Viªn L·nh T©m TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									954	913	974	1216	1333	1293	164	7	10	1501	1273
HuyÒn Viªn L·nh T©m Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									954	933	974	1176	1235	1293	164	7	10	1426	0
HuyÒn Viªn L·nh T©m Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120	39	2									1354	853	1076	1016	1333	1293	164	7	10	1426	0
HuyÒn Viªn L·nh T©m Lý 	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									954	893	974	1196	1256	1293	164	7	10	1426	1273
HuyÒn Viªn L·nh T©m Trôy	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(9)	1	99999	10	0																						36	120	39	2									953	873	973	1016	1333	1293	164	7	10	1502	1273
HuyÒn Viªn L·nh T©m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp HuyÒn Viªn(10)	3	99999	10	0																						36	120	39	2									953	913	973	1216	1333	1293	164	7	10	130	0
HuyÒn Viªn V« T×nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(1)	4	99999	10	0																						36	120	39	2									953	933	974	1176	996	1293	165	7	10	1500	1273
HuyÒn Viªn V« T×nh Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									954	853	973	1016	1333	1293	165	7	10	1426	1273
HuyÒn Viªn V« T×nh Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(3)	2	99999	10	0																						36	120	39	2									953	893	974	1196	1333	1293	165	7	10	130	0
HuyÒn Viªn V« T×nh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									954	873	973	1016	1333	1293	165	7	10	1426	1273
HuyÒn Viªn V« T×nh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									954	913	974	1216	1333	1293	165	7	10	1501	1273
HuyÒn Viªn V« T×nh Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									954	933	974	1176	1235	1293	165	7	10	1426	1273
HuyÒn Viªn V« T×nh Tô TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									1354	853	1076	1016	1333	1293	165	7	10	1426	0
HuyÒn Viªn V« T×nh Lý 	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									954	893	974	1196	1256	1293	165	7	10	1426	0
HuyÒn Viªn V« T×nh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(9)	1	99999	10	0																						36	120	39	2									953	873	973	1016	1333	1293	165	7	10	1504	1273
HuyÒn Viªn V« T×nh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp HuyÒn Viªn(10)	3	99999	10	0																						36	120	39	2									953	913	973	1216	1333	1293	165	7	10	130	0
HuyÒn Viªn Hµn Quang Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(1)	4	99999	10	0																						36	120	39	2									953	933	974	1176	996	1293	166	7	10	1500	1273
HuyÒn Viªn Hµn Quang Ph¸t Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									954	853	973	1016	1333	1293	166	7	10	1426	1273
HuyÒn Viªn Hµn Quang Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(3)	2	99999	10	0																						36	120	39	2									953	893	974	1196	1333	1293	166	7	10	130	0
HuyÒn Viªn Hµn Quang Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									954	873	973	1016	1333	1293	166	7	10	1426	1273
HuyÒn Viªn Hµn Quang Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									954	913	974	1216	1333	1293	166	7	10	1501	1273
HuyÒn Viªn Hµn Quang Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									954	933	974	1176	1235	1293	166	7	10	1426	1273
HuyÒn Viªn Hµn Quang Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	120	39	2									1354	853	1076	1016	1333	1293	166	7	10	1426	0
HuyÒn Viªn Hµn Quang Lý 	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									954	893	974	1196	1256	1293	166	7	10	1426	0
HuyÒn Viªn Hµn Quang Trôy	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(9)	1	99999	10	0																						36	120	39	2									953	873	973	1016	1333	1293	166	7	10	1506	1273
HuyÒn Viªn Hµn Quang H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp HuyÒn Viªn(10)	3	99999	10	0																						36	120	39	2									953	913	973	1216	1333	1293	166	7	10	130	0
HuyÒn Viªn D­¬ng C­¬ng H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(1)	1	99999	10	0																						36	120	39	6									953	853	974	1016	996	1293	167	7	10	1508	1273
HuyÒn Viªn D­¬ng C­¬ng §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(2)	3	99999	10	0	30	360	360	31	85	85																36	120	39	6									954	893	973	1196	1333	1293	167	7	10	1426	1273
HuyÒn Viªn D­¬ng C­¬ng Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(3)	4	99999	10	0																						36	120	39	6									953	873	974	1016	1333	1293	167	7	10	130	0
HuyÒn Viªn D­¬ng C­¬ng Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(4)	0	99999	10	0	30	135	135	31	80	80																36	120	39	6									954	913	973	1216	1333	1293	167	7	10	1426	1273
HuyÒn Viªn D­¬ng C­¬ng Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(5)	2	99999	10	0	30	160	160	31	80	80																36	120	39	6									954	933	974	1176	1333	1293	167	7	10	1509	1273
HuyÒn Viªn D­¬ng C­¬ng C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(6)	1	99999	10	0	30	720	720	31	90	90																36	120	39	6									954	853	974	1016	1235	1293	167	7	10	1426	1273
HuyÒn Viªn D­¬ng C­¬ng TriÒn Thñ 	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	120	39	6									1358	893	1136	1196	1333	1293	167	7	10	1426	0
HuyÒn Viªn D­¬ng C­¬ng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(8)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									954	873	974	1016	1256	1293	167	7	10	1510	1273
HuyÒn Viªn D­¬ng C­¬ng Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(9)	0	99999	10	0																						36	120	39	6									953	913	973	1216	1333	1293	167	7	10	1426	0
HuyÒn Viªn D­¬ng C­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp HuyÒn Viªn(10)	2	99999	10	0																						36	120	39	6									953	933	973	1176	1333	1293	167	7	10	130	0
HuyÒn Viªn ChiÕn Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	120	39	6									953	853	974	1016	996	1293	168	7	10	1512	1273
HuyÒn Viªn ChiÕn Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	6									954	893	973	1196	1333	1293	168	7	10	1426	1273
HuyÒn Viªn ChiÕn Long Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	120	39	6									953	873	974	1016	1333	1293	168	7	10	130	0
HuyÒn Viªn ChiÕn Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	6									954	913	973	1216	1333	1293	168	7	10	1513	1273
HuyÒn Viªn ChiÕn Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	6									954	933	974	1176	1333	1293	168	7	10	1426	0
HuyÒn Viªn ChiÕn Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	6									954	853	974	1016	1235	1293	168	7	10	1426	1273
HuyÒn Viªn ChiÕn Long Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	120	39	6									1352	893	1076	1196	1318	1293	168	7	10	1426	0
HuyÒn Viªn ChiÕn Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	6									954	873	974	1016	1256	1293	168	7	10	1426	1273
HuyÒn Viªn ChiÕn Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	120	39	6									953	913	973	1216	1333	1293	168	7	10	1514	1273
HuyÒn Viªn ChiÕn Long H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	120	39	6									953	933	973	1176	1333	1293	168	7	10	130	0
HuyÒn Viªn L¹c Hån H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(1)	0	99999	10	0																						36	120	39	7									953	853	974	1016	996	1293	169	7	10	1516	1273
HuyÒn Viªn L¹c Hån Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	7									954	893	973	1196	1333	1293	169	7	10	1426	1273
HuyÒn Viªn L¹c Hån Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(3)	1	99999	10	0																						36	120	39	7									953	873	974	1016	1333	1293	169	7	10	130	0
HuyÒn Viªn L¹c Hån Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	7									954	913	973	1216	1333	1293	169	7	10	1517	1273
HuyÒn Viªn L¹c Hån Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	7									954	933	974	1176	1333	1293	169	7	10	1426	0
HuyÒn Viªn L¹c Hån Gi¸p Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	7									954	853	974	1016	1235	1293	169	7	10	1426	1273
HuyÒn Viªn L¹c Hån Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(7)	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	120	39	7									1353	893	1076	1196	1318	1293	169	7	10	1426	0
HuyÒn Viªn L¹c Hån Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	7									954	873	974	1016	1256	1293	169	7	10	1426	1273
HuyÒn Viªn L¹c Hån Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(9)	3	99999	10	0																						36	120	39	7									953	913	973	1216	1333	1293	169	7	10	1518	1273
HuyÒn Viªn L¹c Hån H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bé trang bÞ Thiªn NhÉn m©u ph¸p cÊp HuyÒn Viªn(10)	4	99999	10	0																						36	120	39	7									953	933	973	1176	1333	1293	169	7	10	130	0
HuyÒn Viªn Ch­íc T×nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn NhÉn ®ao ph¸p cÊp HuyÒn Viªn(1)	1	99999	10	0																						36	120	39	7									953	853	974	1016	996	1293	170	7	10	1520	1273
