STT	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TempImg	PhysicalDamageBase
782	NhiÖm vô s¸t thñ cÊp 501	0	5	555	8			216				enemy107	0	0	0	0	0	32	32					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
783	NhiÖm vô s¸t thñ cÊp 502	0	5	555	8			190				enemy081	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
784	NhiÖm vô s¸t thñ cÊp 503	0	5	555	8			218				enemy109	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
785	NhiÖm vô s¸t thñ cÊp 504	0	5	555	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
786	NhiÖm vô s¸t thñ cÊp 505	0	5	555	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
787	NhiÖm vô s¸t thñ cÊp 506	0	5	555	8			179				enemy070	0	0	0	0	0	26	31					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
788	NhiÖm vô s¸t thñ cÊp 601	0	5	555	8			216				enemy107	0	0	0	0	0	32	32					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
789	NhiÖm vô s¸t thñ cÊp 602	0	5	555	8			190				enemy081	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
790	NhiÖm vô s¸t thñ cÊp 603	0	5	555	8			218				enemy109	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
791	NhiÖm vô s¸t thñ cÊp 604	0	5	555	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
792	NhiÖm vô s¸t thñ cÊp 605	0	5	555	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
793	NhiÖm vô s¸t thñ cÊp 606	0	5	555	8			179				enemy070	0	0	0	0	0	26	31					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
794	NhiÖm vô s¸t thñ cÊp 607	0	5	555	8			157				enemy048	0	0	0	0	0	27	29					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
795	NhiÖm vô s¸t thñ cÊp 701	0	5	555	8			216				enemy107	0	0	0	0	0	32	32					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
796	NhiÖm vô s¸t thñ cÊp 702	0	5	555	8			190				enemy081	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
797	NhiÖm vô s¸t thñ cÊp 703	0	5	555	8			218				enemy109	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
798	NhiÖm vô s¸t thñ cÊp 704	0	5	555	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
799	NhiÖm vô s¸t thñ cÊp 705	0	5	555	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
800	NhiÖm vô s¸t thñ cÊp 706	0	5	555	8			179				enemy070	0	0	0	0	0	26	31					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
801	NhiÖm vô s¸t thñ cÊp 707	0	5	555	8			157				enemy048	0	0	0	0	0	27	29					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
802	NhiÖm vô s¸t thñ cÊp 708	0	5	555	8			191				enemy082	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
803	NhiÖm vô s¸t thñ cÊp 801	0	5	555	8			216				enemy107	0	0	0	0	0	32	32					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
804	NhiÖm vô s¸t thñ cÊp 802	0	5	555	8			190				enemy081	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
805	NhiÖm vô s¸t thñ cÊp 803	0	5	555	8			218				enemy109	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
806	NhiÖm vô s¸t thñ cÊp 804	0	5	555	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
807	NhiÖm vô s¸t thñ cÊp 805	0	5	555	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
808	NhiÖm vô s¸t thñ cÊp 806	0	5	555	8			179				enemy070	0	0	0	0	0	26	31					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
809	NhiÖm vô s¸t thñ cÊp 807	0	5	555	8			157				enemy048	0	0	0	0	0	27	29					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
810	NhiÖm vô s¸t thñ cÊp 808	0	5	555	8			191				enemy082	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
811	NhiÖm vô s¸t thñ cÊp 809	0	5	555	8			159				enemy050	0	0	0	0	0	36	40					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
812	NhiÖm vô s¸t thñ cÊp 901	0	5	555	8			216				enemy107	0	0	0	0	0	32	32					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
813	NhiÖm vô s¸t thñ cÊp 902	0	5	555	8			190				enemy081	0	0	0	0	0	35	28					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
814	NhiÖm vô s¸t thñ cÊp 903	0	5	555	8			218				enemy109	0	0	0	0	0	30	35					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
815	NhiÖm vô s¸t thñ cÊp 904	0	5	555	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
816	NhiÖm vô s¸t thñ cÊp 905	0	5	555	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
817	NhiÖm vô s¸t thñ cÊp 906	0	5	555	8			179				enemy070	0	0	0	0	0	26	31					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
818	NhiÖm vô s¸t thñ cÊp 907	0	5	555	8			157				enemy048	0	0	0	0	0	27	29					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
819	NhiÖm vô s¸t thñ cÊp 908	0	5	555	8			191				enemy082	0	0	0	0	0	35	28					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
820	NhiÖm vô s¸t thñ cÊp 909	0	5	555	8			159				enemy050	0	0	0	0	0	36	40					153	1	153	1	153	1	153	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
821	Phong Kú tiªu chÝ 	3	6	555	0							passerby201	0	0	0	0	0	36	40	24	10	10	10	164	1	165	1	162	1	267	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0						95	95	95	95	95	1080	100		12		0
822	C¸nh tr¾ng	3	6	555	0							boss010	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	16200	100		12		0
823	Phong Kú TiÓu qu¸i 6079	0	5	555	0			238				enemy129	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				8	8	21	21	400	100	400	1	50	25	25	25	25	30	50	0	0						60	60	60	60	60	1080	100		6		0
824	Phong Kú §iÓm qu¸i 6079	0	5	555	0			212				enemy103	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0						70	70	70	70	70	1620	100		6		0
825	Phong Kú XuÊt qu¸i 6079	0	5	555	0			218				enemy109	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0						70	70	70	70	70	0	100		6		0
826	Phong Kú TiÓu qu¸i 8089	0	5	555	0			238				enemy129	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				8	8	21	21	400	100	400	1	50	25	25	25	25	30	50	0	0						80	80	80	80	80	1080	100		6		0
827	Phong Kú §iÓm qu¸i 8089	0	5	555	0			212				enemy103	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				12	12	6	6	800	100	800	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	1620	100		6		0
828	Phong Kú XuÊt qu¸i 8089	0	5	555	0			218				enemy109	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	0	100		6		0
829	Phong Kú TiÓu qu¸i 90	0	5	555	0			238				enemy129	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				8	8	21	21	400	100	400	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		6		0
830	Phong Kú §iÓm qu¸i 90	0	5	555	0			212				enemy103	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				12	12	6	6	800	100	800	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	1620	100		6		0
831	Phong Kú XuÊt qu¸i 90	0	5	555	0			218				enemy109	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\fengzhiqi.lua	100				100					100				100				100				100				12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
832	N¹p Lan Thanh Thµnh	3	6	555	0							boss019	0	0	0	0	0	36	40	24	10	10	10	164	1	165	1	162	1	267	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	9	6	800	50	1000	1	60	100	0	0	0	50	0	0	0						95	95	95	95	95	1080	100		12		0
833	ThÇn miÕu ®ao yªu 6079	0	5	555	0			234				enemy125	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0						70	70	70	70	70	1620	100		6		0
834	§ao yªu huynh  ®Ö 6079	0	5	555	0			179				enemy070	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0						70	70	70	70	70	0	100		6		0
835	ThÇn miÕu ®ao thñ 6079	0	5	555	0			236				enemy127	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				8	8	24	24	400	100	400	1	50	25	25	25	25	30	50	0	0						60	60	60	60	60	1080	100		6		0
836	ThÇn miÕu ®ao yªu 8089	0	5	555	0			234				enemy125	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	1620	100		6		0
837	§ao yªu huynh ®Ö 8089	0	5	555	0			179				enemy070	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	9	9	800	100	800	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	0	100		6		0
838	§o¹t MÖnh Liªm	0	5	555	0			236				enemy127	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				8	8	24	24	400	50	700	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		6		0
839	ThÇn miÕu ®ao yªu 90	0	5	555	0			234				enemy125	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1620	100		6		0
840	§ao yªu huynh ®Ö 90	0	5	555	0			179				enemy070	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				12	12	12	12	800	100	800	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
841	ThÇn miÕu ®ao thñ 90	0	5	555	0			236				enemy127	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\shanshenmiao.lua	100				100					100				100				100				100				8	8	24	24	400	100	400	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	1080	100		6		0
842	Thiªn B¶o tuÇn thñ 	3	6	555	0							boss011	0	0	0	0	0	36	40	24	10	10	10	164	1	165	1	162	1	267	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0						95	95	95	95	95	1080	100		12		0
843	ThiÕu n÷ bÞ giam	3	6	555	0							boss008	0	0	0	0	0	36	40	24	10	10	10	164	1	165	1	162	1	267	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0						95	95	95	95	95	1080	100		12		0
844	B¶o r­¬ng 	3	6	555	0							passerby202	0	0	0	0	0	36	40	24	10	10	10	164	1	165	1	162	1	267	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	9	9	800	50	1000	1	60	100	0	0	0	50	0	0	0						95	95	95	95	95	1080	100		12		0
845	Thiªn B¶o Hé thñ 6079	0	5	555	0			198				enemy089	0	0	0	0	0	33	38					153	1	153	1	153	1	153	1		\script\npclevelscript\qianbaoku.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1620	100		6		0
846	Thiªn b¶o ®¹o tÆc 6079	0	5	555	0			231				enemy122	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	0	100		6		0
847	Thiªn B¶o Hé thñ 8089	0	5	555	0			198				enemy089	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	1620	100		6		0
848	Thiªn b¶o ®¹o tÆc 8089	0	5	555	0			231				enemy122	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0						90	90	90	90	90	0	100		6		0
849	Thiªn B¶o Hé thñ 90	0	5	555	0			198				enemy089	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1620	100		6		0
850	Thiªn b¶o ®¹o tÆc 90	0	5	555	0			231				enemy122	0	0	0	0	0	33	38					53	1	53	1	53	1	53	1		\script\npclevelscript\qianbaoku.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1200	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	0	100		6		0
851	TiÓu Boss cÊp 20	0	5	555	8			216				enemy107	0	0	0	0	0	32	32					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	800	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
852	TiÓu Boss cÊp 30	0	5	555	8			190				enemy081	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	900	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
853	TiÓu Boss cÊp 40	0	5	555	8			218				enemy109	0	0	0	0	0	30	35					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1000	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
854	TiÓu Boss cÊp 50	0	5	555	8			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1100	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
855	TiÓu Boss cÊp 60	0	5	555	8			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1200	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
856	TiÓu Boss cÊp 70	0	5	555	8			179				enemy070	0	0	0	0	0	26	31					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1300	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
857	TiÓu Boss cÊp 80	0	5	555	8			157				enemy048	0	0	0	0	0	27	29					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1400	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
858	TiÓu Boss cÊp 90	0	5	555	8			191				enemy082	0	0	0	0	0	35	28					53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	16200	100		6		0
